transaction_id,sender_account,receiver_account,transaction_type,timestamp,amount,hour_of_day,tx_count_7d,kyc_verified,label
7ffa78f0-ea31-4530-876f-ddaa662e4165,ACC87866,ACC96269,payment,2026-05-31T18:30:50,5323.1,14,1,1,0
8e439f7b-b87d-43c8-9ee7-c4138840f7af,ACC59841,ACC56332,payment,2026-03-24T08:34:20,571107.38,3,1,1,1
146d35c9-09fb-4c77-80af-8696b4c6f5bb,ACC56851,ACC64823,withdrawal,2026-12-25T19:28:51,47099.48,7,14,1,0
9967d1b2-0013-4560-bc68-e8049e8bb7e2,ACC67022,ACC81229,payment,2026-01-07T21:13:06,36666.46,19,6,1,0
4722c311-c48b-4b27-ac34-f24ff6f7d7af,ACC99818,ACC16548,transfer,2026-03-20T20:09:22,11544.89,10,46,1,1
5285e385-1c26-49ae-a55d-6c750e27ec9b,ACC66532,ACC26052,withdrawal,2026-06-22T03:16:34,25967.82,10,3,1,0
64db3b86-bd3e-49ac-84c0-6c9f587ad73a,ACC39300,ACC99881,transfer,2026-02-03T19:47:59,41608.7,18,3,1,0
b0446f4c-dd5c-4038-af8f-ea5fbf13ab83,ACC65316,ACC74041,withdrawal,2026-04-15T16:55:08,41371.8,21,12,1,0
a0a6dfea-9dfb-472f-8d0f-9d1480dfbdbd,ACC30281,ACC38671,deposit,2026-10-04T10:54:33,14951.58,6,14,1,0
20c67f9e-fbda-469b-93c1-046e8d4fe2cb,ACC35431,ACC66492,transfer,2026-03-28T04:07:12,763614.55,2,3,1,1
